CITY,Country,full.location.name,latitude.y,longitude.y,TMN,ETMN
Mompantero,Italy,"Mompantero, Italy",45.1654313,7.0677639,1,
Monaco,Monaco,"Monaco, Monaco",43.7384176,7.4246158,2,
Monash,Australia,"Monash, Australia",-35.417,149.1,1,1
Monastir,Tunisia,"Monastir, Tunisia",35.7642515,10.8112885,3,1
Monatélé,Cameroon,"Monatélé, Cameroon",4.2753924,11.2665498,1,
Monção,Portugal,"Monção, Portugal",42.0771855,-8.4819441,1,1
Mönchengladbach,Germany,"Mönchengladbach, Germany",51.1804572,6.4428041,2,1
Mondavio,Italy,"Mondavio, Italy",43.6760857,12.9701421,1,
Mondercange,Luxembourg,"Mondercange, Luxembourg",49.5309365,5.9907689,2,1
Mondorf,Luxembourg,"Mondorf, Luxembourg",49.5078241,6.2801403,1,1
Mondragone,Italy,"Mondragone, Italy",41.1147986,13.8934931,1,
Mondsee,Austria,"Mondsee, Austria",47.855591,13.3434218,1,1
Mondsummano Terme,Italy,"Mondsummano Terme, Italy",43.86922,10.8146443,1,
Moneglia,Italy,"Moneglia, Italy",44.239147,9.4886177,1,1
Monfalcone,Italy,"Monfalcone, Italy",45.8105633,13.5411984,2,
Monforte,Portugal,"Monforte, Portugal",39.053627,-7.4395911,1,
Monguelfo-Tesido,Italy,"Monguelfo-Tesido, Italy",46.7547568,12.1067087,1,1
Monheim am Rhein,Germany,"Monheim am Rhein, Germany",51.0891756,6.8945753,1,1
Mönichkirchen,Austria,"Mönichkirchen, Austria",47.511512,16.043147,1,1
Monj,"Iran, Islamic Republic of","Monj, Iran, Islamic Republic of",35.0164773,60.3120599,1,
Monmouthshire,United Kingdom,"Monmouthshire, United Kingdom",51.81161,-2.7163417,1,1
Monrovia,Liberia,"Monrovia, Liberia",6.2907432,-10.7605239,2,1
Mons,Belgium,"Mons, Belgium",50.4542408,3.956659,3,
Monschau,Germany,"Monschau, Germany",50.5563349,6.2426261,1,1
Monsefú,Peru,"Monsefú, Peru",-6.8801867,-79.8716837,1,
Monselice,Italy,"Monselice, Italy",45.2391132,11.749736,1,1
Mont de Marsan,France,"Mont de Marsan, France",43.893485,-0.499782,1,
Mont Dore,France,"Mont Dore, France",45.574983,2.809278,1,
Montaione,Italy,"Montaione, Italy",43.552746,10.9140631,1,1
Montalbano Elicona,Italy,"Montalbano Elicona, Italy",38.0229476,15.0163916,1,
Montale,France,"Montale, France",48.8699045,2.3043401,1,
Montana,United States,"Montana, Montana, United States",46.8796822,-110.3625658,1,
Montanaso Lombardo,Italy,"Montanaso Lombardo, Italy",45.3350652,9.4657529,1,1
Montauri,Brazil,"Montauri, Brazil",-28.6795967,-52.0427297,1,
Montbéliard,France,"Montbéliard, France",47.510356,6.798466,1,1
Montclair,United States,"Montclair, New Jersey, United States",40.8259007,-74.2090053,1,
Monte de los Gauchos,Argentina,"Monte de los Gauchos, Argentina",-31.3223513,-64.2942216,1,
Monte Porzio,Italy,"Monte Porzio, Italy",41.8181871,12.7152505,1,
Monte San Pietro,Italy,"Monte San Pietro, Italy",44.4387105,11.1341019,1,1
Monte San Vito,Italy,"Monte San Vito, Italy",43.5991114,13.2746661,1,1
Montebello Sul S.,Italy,"Montebello Sul S., Italy",42.0110271,12.4889789,1,1
Montebelluna,Italy,"Montebelluna, Italy",45.775491,12.0439904,2,1
Montecarlo,Monaco,"Montecarlo, Monaco",43.7400718,7.4266436,1,1
Montecastello,Italy,"Montecastello, Italy",44.9471128,8.6869361,1,
Montecchia di Crosara,Italy,"Montecchia di Crosara, Italy",45.4797613,11.2529627,1,1
Montecchio Maggiore,Italy,"Montecchio Maggiore, Italy",45.5002501,11.42131,1,
Montechiarugolo,Italy,"Montechiarugolo, Italy",44.7028502,10.4014297,1,1
Montecristi,Dominican Republic,"Montecristi, Dominican Republic",19.7396899,-71.4433984,1,
Montedinove,Italy,"Montedinove, Italy",42.9735732,13.5903722,1,1
Montefalco,Italy,"Montefalco, Italy",42.8892936,12.6502843,2,
Montego Bay,Jamaica,"Montego Bay, Jamaica",18.4762228,-77.8938895,1,1
Montejícar,Spain,"Montejícar, Spain",37.5721931,-3.5041358,1,1
Montellano,Spain,"Montellano, Spain",36.994066,-5.5709169,1,1
Montelupo Fiorentino,Italy,"Montelupo Fiorentino, Italy",43.7331893,11.0206163,1,
Montemarciano,Italy,"Montemarciano, Italy",43.6394889,13.3071192,1,1
Montemignaio,Italy,"Montemignaio, Italy",43.7418249,11.6044014,1,
Montemurlo,Italy,"Montemurlo, Italy",43.9285163,11.0598617,1,
Montereale,Italy,"Montereale, Italy",42.5251763,13.2438597,1,1
Monterey,United States,"Monterey, California, United States",36.6002378,-121.8946761,1,1
Monteria,Colombia,"Monteria, Colombia",8.759618,-75.885683,1,1
Monterotondo,Italy,"Monterotondo, Italy",42.0517785,12.6202874,1,1
Monterrey,Mexico,"Monterrey, Mexico",25.6866142,-100.3161126,1,1
Montes de Oca,United States,"Montes de Oca, Florida, United States",25.8231591,-80.2722426,1,
Montes de Oro,Nicaragua,"Montes de Oro, Nicaragua",12.1085126,-86.1274701,1,
Montesilvano,Italy,"Montesilvano, Italy",42.4800138,14.1349852,2,1
Montesquiu,Spain,"Montesquiu, Spain",42.1095379,2.2082961,2,1
Montevideo,Uruguay,"Montevideo, Uruguay",-34.9011127,-56.1645314,9,5
Montfoort,Netherlands,"Montfoort, Netherlands",52.0362127,4.9518586,1,
Montgat,Spain,"Montgat, Spain",41.4684703,2.2850483,1,1
Montgomery,United States,"Montgomery, Alabama, United States",32.3668052,-86.2999689,1,
Monticelli Pavese,Italy,"Monticelli Pavese, Italy",45.1141389,9.515922,1,1
Monticello Conte Otto,Italy,"Monticello Conte Otto, Italy",45.5955176,11.5821713,1,
Montigny-lès-Cormeilles,France,"Montigny-lès-Cormeilles, France",48.987412,2.187929,1,
Montijo,Portugal,"Montijo, Portugal",38.7054501,-8.9761494,1,
Montmajor,Spain,"Montmajor, Spain",42.0191294,1.7361085,1,1
Montmélian,France,"Montmélian, France",45.501121,6.054527,1,1
Montmeló,Spain,"Montmeló, Spain",41.5567683,2.2507317,1,
Montorfano,Italy,"Montorfano, Italy",45.7850017,9.1457976,1,
Montorio al Vomano,Italy,"Montorio al Vomano, Italy",42.5821386,13.6272978,1,
Montpelier,United States,"Montpelier, Vermont, United States",44.2600593,-72.5753869,1,
Montpellier,France,"Montpellier, France",43.610769,3.876716,6,2
Montreal,Canada,"Montreal, Canada",45.5016889,-73.567256,14,5
Montreuil,France,"Montreuil, France",48.863812,2.448451,4,1
Montreuil-Bellay,France,"Montreuil-Bellay, France",47.131424,-0.156119,1,
Montreux,Switzerland,"Montreux, Switzerland",46.4312213,6.9106799,4,1
Mont-Rolland,Canada,"Mont-Rolland, Canada",45.952109,-74.1360289,1,
Mont-Saint-Michel,France,"Mont-Saint-Michel, France",48.636063,-1.511457,1,
Monvalle,Italy,"Monvalle, Italy",45.8552098,8.6343935,1,1
Monza,Italy,"Monza, Italy",45.5845001,9.2744485,2,1
Monzon,Spain,"Monzon, Spain",41.9157645,0.1928216,1,
Mood,United States,"Mood, Alabama, United States",33.5909365,-86.4908168,1,
Moonee Valley,Australia,"Moonee Valley, Australia",-37.7465015,144.9061342,1,
Moorbad Harbach,Austria,"Moorbad Harbach, Austria",48.70165,14.78955,1,1
Moorpark,United States,"Moorpark, California, United States",34.285558,-118.8820414,1,1
Moorslede,Belgium,"Moorslede, Belgium",50.891147,3.0632369,1,
Moos in Passeier,Italy,"Moos in Passeier, Italy",46.8302542,11.1691086,1,
Moosbrunn,Austria,"Moosbrunn, Austria",48.0195176,16.4624564,1,1
Moosburg,Germany,"Moosburg, Germany",48.470167,11.9358674,1,1
Moosdorf,Austria,"Moosdorf, Austria",48.0447197,12.9893726,1,1
Mopti,Mali,"Mopti, Mali",14.4874284,-4.1974627,1,
Mora,United States,"Mora, Minnesota, United States",45.8769031,-93.2938352,1,
Moradlu,"Iran, Islamic Republic of","Moradlu, Iran, Islamic Republic of",39.332062,48.1341899,1,
Moratuwa,Sri Lanka,"Moratuwa, Sri Lanka",6.7880706,79.8912813,3,2
Moravia,Czechia,"Moravia, Czechia",49.1950982,16.6067304,1,
Mörbisch am See,Austria,"Mörbisch am See, Austria",47.7550209,16.6683593,2,1
Mörbylånga,Sweden,"Mörbylånga, Sweden",56.5237566,16.3869163,2,
Mordovija,Russia Federation,"Mordovija, Russia Federation",54.2369441,44.0683969,1,
Moreland,United States,"Moreland, Georgia, United States",33.2867851,-84.7677111,2,1
Morelia,Mexico,"Morelia, Mexico",19.7059504,-101.1949825,1,
Morell,Canada,"Morell, Canada",46.4159891,-62.7059703,1,
Morengo,Italy,"Morengo, Italy",45.533494,9.7052831,1,1
Mörfelden-Walldorf,Germany,"Mörfelden-Walldorf, Germany",49.980722,8.561487,2,1
Morfou,Cyprus,"Morfou, Cyprus",35.2123165,32.9775675,1,
Morgano,Italy,"Morgano, Italy",45.6480129,12.1049725,1,
Morimondo,Italy,"Morimondo, Italy",45.3552555,8.9550831,1,1
Moringen,Germany,"Moringen, Germany",51.699263,9.8691352,1,1
Morino,Italy,"Morino, Italy",41.8473872,13.4396172,1,1
Moritzburg,Germany,"Moritzburg, Germany",51.1676051,13.6794525,1,
Morlanwelz,Belgium,"Morlanwelz, Belgium",50.44888,4.24026,1,
Morlupo,Italy,"Morlupo, Italy",42.1489042,12.5030592,1,1
Morne-à-l’Eau,Guadeloupe,"Morne-à-l’Eau, Guadeloupe",16.3282965,-61.4785718,1,1
Mornico al Serio,Italy,"Mornico al Serio, Italy",45.5948688,9.808992,1,1
Mornington Peninsula Shire,Australia,"Mornington Peninsula Shire, Australia",-38.228,145.062,1,1
Moro,Pakistan,"Moro, Pakistan",26.6591938,68.0060183,1,1
Moron,Mongolia,"Moron, Mongolia",49.6428895,100.1771896,1,
Morón de la Frontera,Spain,"Morón de la Frontera, Spain",37.1211901,-5.4541928,1,1
Moroney,Guinea,"Moroney, Guinea",11.5394,-12.871044,1,
Moroni,Comoros,"Moroni, Comoros",-11.7172157,43.2473146,1,
Morphou,Cyprus,"Morphou, Cyprus",35.1863449,32.9663018,2,
Morrens,Switzerland,"Morrens, Switzerland",46.5910697,6.6256805,1,
Morretes,Brazil,"Morretes, Brazil",-25.4827475,-48.8290713,1,
Morrito,Nicaragua,"Morrito, Nicaragua",11.6209009,-85.0791866,1,
Mortantsch,Austria,"Mortantsch, Austria",47.2077897,15.5790933,1,1
Mortara,Italy,"Mortara, Italy",45.2515328,8.7380708,1,
Mortsel,Belgium,"Mortsel, Belgium",51.1691158,4.4662486,1,
Mosan Okunola,Nigeria,"Mosan Okunola, Nigeria",6.6116694,3.2890642,1,1
Mosciano S. Angelo,Italy,"Mosciano S. Angelo, Italy",42.7435398,13.8885832,1,1
Moscow,Russia Federation,"Moscow, Russia Federation",55.755826,37.6173,12,4
Moscufo,Italy,"Moscufo, Italy",42.427376,14.0536679,1,1
Moshi,India,"Moshi, India",18.6731051,73.8477874,1,1
Moshkan,"Iran, Islamic Republic of","Moshkan, Iran, Islamic Republic of",30.6075874,52.9539282,1,
Mosman,Australia,"Mosman, Australia",-33.829075,151.24409,1,1
Mossano,Italy,"Mossano, Italy",45.4188465,11.5568912,1,1
Mossendjo,Congo,"Mossendjo, Congo",-2.9655267,12.7278766,1,
Mössingen,Germany,"Mössingen, Germany",48.4071646,9.0563024,1,1
Mosta,Malta,"Mosta, Malta",35.9141504,14.4228427,1,
Mostaganem,Algeria,"Mostaganem, Algeria",36.0131235,0.1401381,1,
Mostar,Bosnia and Herzegovina,"Mostar, Bosnia and Herzegovina",43.3437748,17.8077578,2,
Mostoles,Spain,"Mostoles, Spain",40.3232129,-3.8676291,1,
Motatan,Venezuela,"Motatan, Venezuela",9.3930767,-70.5934229,1,
Motheo,South Africa,"Motheo, South Africa",-29.3571225,26.6081653,1,1
Motril,Spain,"Motril, Spain",36.7489747,-3.5180363,2,
Motta Visconti,Italy,"Motta Visconti, Italy",45.2874159,8.993169,1,
Motupe,Peru,"Motupe, Peru",-6.1512014,-79.7147468,1,
Mouanko,Cameroon,"Mouanko, Cameroon",3.6417127,9.7818114,1,
Mouans-Sartoux,France,"Mouans-Sartoux, France",43.6203689,6.972497,1,1
Moulay Idriss,Morocco,"Moulay Idriss, Morocco",34.055902,-5.5210511,1,
Moulvibazar,Bangladesh,"Moulvibazar, Bangladesh",24.4842661,91.768487,1,
Moundou,Chad,"Moundou, Chad",8.5914775,16.0757749,1,
Mount Alexander Shire,Australia,"Mount Alexander Shire, Australia",-37.0353437,144.1720041,1,
Mount Barker,Australia,"Mount Barker, Australia",-35.0809029,138.8634671,2,1
Mount Pearl,Canada,"Mount Pearl, Canada",47.5206407,-52.8076818,1,
Mount Rainier,United States,"Mount Rainier, Maryland, United States",38.9415,-76.9649751,1,1
Mount Remarkable,Australia,"Mount Remarkable, Australia",-32.8060299,138.1648,1,
Moura,Portugal,"Moura, Portugal",38.1406915,-7.4498183,2,2
Mouscron,Belgium,"Mouscron, Belgium",50.7459126,3.2192907,2,1
Mousiyan,"Iran, Islamic Republic of","Mousiyan, Iran, Islamic Republic of",32.5187033,47.3779989,1,
Moutier,Switzerland,"Moutier, Switzerland",47.2782749,7.3716656,1,
Moyo,Indonesia,"Moyo, Indonesia",-8.2203232,117.5730639,1,
Moyogalpa,Nicaragua,"Moyogalpa, Nicaragua",11.5399857,-85.6986957,1,
Mozonte,Nicaragua,"Mozonte, Nicaragua",13.6600121,-86.4364441,1,
Mozzanica,Italy,"Mozzanica, Italy",45.4758385,9.6896006,1,1
Mozzo,Italy,"Mozzo, Italy",45.6954098,9.6027597,1,1
Mpigi,Uganda,"Mpigi, Uganda",0.2273528,32.3249236,1,
Mrkonjic Grad,Bosnia and Herzegovina,"Mrkonjic Grad, Bosnia and Herzegovina",44.4186959,17.0868199,1,
M'Saken,Tunisia,"M'Saken, Tunisia",35.7255757,10.5802503,1,1
Mstislavl,Belarus,"Mstislavl, Belarus",54.0202795,31.4749473,1,
Msunduzi,South Africa,"Msunduzi, South Africa",-29.617891,30.3824842,1,
Mtskheta,Georgia,"Mtskheta, Georgia",41.8411674,44.7073864,1,
Mubende,Uganda,"Mubende, Uganda",0.5539013,31.3884671,1,
Much,Germany,"Much, Germany",50.9039731,7.4022887,2,1
Muchesh,"Iran, Islamic Republic of","Muchesh, Iran, Islamic Republic of",35.0592418,47.1532712,1,
Muckendorf-Wipfing,Austria,"Muckendorf-Wipfing, Austria",48.328758,16.153975,1,1
Muelle de Los Bueyes,Nicaragua,"Muelle de Los Bueyes, Nicaragua",12.0671349,-84.5458072,1,
Muggendorf,Austria,"Muggendorf, Austria",47.9116756,15.9351389,1,1
Muggia,Italy,"Muggia, Italy",45.6031543,13.7667974,1,
Muhammadiyah,Indonesia,"Muhammadiyah, Indonesia",-7.8737042,112.5296022,1,
Muharraq,Bahrain,"Muharraq, Bahrain",26.2650742,50.6223267,1,
Mühlacker,Germany,"Mühlacker, Germany",48.948938,8.8524245,2,1
Mühldorf,Germany,"Mühldorf, Germany",48.2457722,12.5219895,1,1
Mühlen,Austria,"Mühlen, Austria",47.00984,14.5012169,1,
Mühlenbecker Land,Germany,"Mühlenbecker Land, Germany",52.6666974,13.3700982,1,
Mühlhausen,Germany,"Mühlhausen, Germany",51.2098649,10.4571001,1,
Muju County,"Korea, Republic of","Muju County, Korea, Republic of",36.0068191,127.6607805,1,
Mukono,Uganda,"Mukono, Uganda",0.3548655,32.7520139,1,
Mulativu,Sri Lanka,"Mulativu, Sri Lanka",9.2670911,80.814248,1,1
Mulazzano,Italy,"Mulazzano, Italy",45.3739443,9.3998659,1,1
Mülheim an der Ruhr,Germany,"Mülheim an der Ruhr, Germany",51.4185682,6.8845226,2,1
Mulhouse,France,"Mulhouse, France",47.750839,7.335888,2,1
Muliterno,Brazil,"Muliterno, Brazil",-28.3257923,-51.770183,1,
Mulukuku,Nicaragua,"Mulukuku, Nicaragua",13.1765198,-84.9557433,1,
Mumbai,India,"Mumbai, India",19.0759837,72.8776559,4,2
Muna,Mexico,"Muna, Mexico",20.4849154,-89.7130643,1,
Münchendorf,Austria,"Münchendorf, Austria",48.0296441,16.3793614,1,1
Mungia,Spain,"Mungia, Spain",43.3544186,-2.8467037,1,1
Munich,Germany,"Munich, Germany",48.1351253,11.5819806,9,4
Municipal Corporation of Gurgaon,India,"Municipal Corporation of Gurgaon, India",28.4594965,77.0266383,1,1
Municipality of Chalkidona,Greece,"Municipality of Chalkidona, Greece",40.7322277,22.5979872,1,1
Munkedal,Sweden,"Munkedal, Sweden",58.4715051,11.6801923,1,
Muñoz,Philippines,"Muñoz, Philippines",15.7294899,120.8728615,1,1
Münsingen,Germany,"Münsingen, Germany",48.4114459,9.4980357,1,
Munster,Germany,"Munster, Germany",51.9606649,7.6261347,5,4
Muntinlupa,Philippines,"Muntinlupa, Philippines",14.4081327,121.0414667,4,2
Munyeong City,"Korea, Republic of","Munyeong City, Korea, Republic of",36.586148,128.1867972,1,1
Münzkirchen,Austria,"Münzkirchen, Austria",48.4834173,13.5657259,1,1
Murau,Austria,"Murau, Austria",47.11304,14.16904,1,
Murcia,Spain,"Murcia, Spain",37.9922399,-1.1306544,3,2
Mure?,Romania,"Mure?, Romania",46.5569904,24.6723215,1,
Mureck,Austria,"Mureck, Austria",46.7076787,15.76991,1,1
Murnau a. Staffelsee,Germany,"Murnau a. Staffelsee, Germany",47.6775102,11.2041398,1,1
Muro de Alcoy,Spain,"Muro de Alcoy, Spain",38.7805406,-0.4372114,1,1
Murra,Nicaragua,"Murra, Nicaragua",13.759181,-86.0185349,1,
Murtas,Spain,"Murtas, Spain",36.8860232,-3.1096078,1,1
Murzuq,Libyan Arab Jamahiriya,"Murzuq, Libyan Arab Jamahiriya",25.9182262,13.9260001,1,
Mürzzuschlag,Austria,"Mürzzuschlag, Austria",47.60687,15.67171,1,1
Musashino City,Japan,"Musashino City, Japan",35.7177841,139.56626,1,1
Muscat,Oman,"Muscat, Oman",23.58589,58.4059227,1,
Mushin,Nigeria,"Mushin, Nigeria",6.535233,3.3489671,2,2
Musile Di Piave,Italy,"Musile Di Piave, Italy",45.6244301,12.5639411,1,1
Muskiz,Spain,"Muskiz, Spain",43.3226028,-3.1138928,1,
Musoma,"Tanzania, United Republic of","Musoma, Tanzania, United Republic of",-1.5101913,33.8020459,1,
Mussomeli,Italy,"Mussomeli, Italy",37.5756738,13.7529685,1,
Mutare,Zimbabwe,"Mutare, Zimbabwe",-18.9757714,32.650351,1,1
Muthanna,Iraq,"Muthanna, Iraq",29.9133171,45.2993862,1,
Mutlangen,Germany,"Mutlangen, Germany",48.8221043,9.7971398,1,
Mutquin,Argentina,"Mutquin, Argentina",-28.3150227,-66.1494979,1,
Mutsamudu,Comoros,"Mutsamudu, Comoros",-12.1695811,44.40047,1,
Mutters,Austria,"Mutters, Austria",47.22735,11.3768058,1,1
Mutxamel,Spain,"Mutxamel, Spain",38.4196718,-0.4470839,1,1
Muy Muy,Nicaragua,"Muy Muy, Nicaragua",12.7622903,-85.6293547,1,
Mvengue,Cameroon,"Mvengue, Cameroon",3.2791478,10.9792873,1,
Myandoab,"Iran, Islamic Republic of","Myandoab, Iran, Islamic Republic of",36.9594997,46.1053782,1,
Mykolaiv,Ukraine,"Mykolaiv, Ukraine",46.975033,31.994583,1,
Myrhorod,Ukraine,"Myrhorod, Ukraine",49.9627279,33.6053331,1,1
Mysuru,India,"Mysuru, India",12.2958104,76.6393805,2,2
N’Zérékoré,Guinea,"N’Zérékoré, Guinea",7.7478359,-8.8252502,1,
Naarden,Netherlands,"Naarden, Netherlands",52.2952549,5.1604238,2,
Naas,Ireland,"Naas, Ireland",53.2205654,-6.6593079,1,
Nabatieh,Lebanon,"Nabatieh, Lebanon",33.3771898,35.4835902,1,
Nabek,United States,"Nabek, Minnesota, United States",48.113201,-91.0732233,1,
Naberezhnye Chelny,Russia Federation,"Naberezhnye Chelny, Russia Federation",55.7185054,52.3721038,1,
Nabeul,Tunisia,"Nabeul, Tunisia",36.4550658,10.7154228,1,1
Nablus,Palestine,"Nablus, Palestine",32.2226678,35.2621461,2,
Náchod,Czechia,"Náchod, Czechia",50.4145722,16.1656347,1,
Nadi,Fiji,"Nadi, Fiji",-17.7765356,177.4356227,1,
Nadowli,Ghana,"Nadowli, Ghana",10.3668941,-2.6636066,1,
Nadur (Gozo),Malta,"Nadur (Gozo), Malta",36.0447019,14.2919273,1,
Naein,"Iran, Islamic Republic of","Naein, Iran, Islamic Republic of",32.8599445,53.0878321,1,
Næstved,Denmark,"Næstved, Denmark",55.224613,11.759207,1,1
Naga,Philippines,"Naga, Philippines",13.6217753,123.1948238,3,2
Nagareyama,Japan,"Nagareyama, Japan",35.8563097,139.9026602,1,
Nagarote,Nicaragua,"Nagarote, Nicaragua",12.2620114,-86.5653087,1,
Nagasaki,Japan,"Nagasaki, Japan",32.7502856,129.877667,1,
Naghadeh,"Iran, Islamic Republic of","Naghadeh, Iran, Islamic Republic of",36.956333,45.3878348,1,
Naghan,"Iran, Islamic Republic of","Naghan, Iran, Islamic Republic of",31.938709,50.74852,1,
Naghneh,"Iran, Islamic Republic of","Naghneh, Iran, Islamic Republic of",31.9360944,51.320806,1,
Nagoya,Japan,"Nagoya, Japan",35.1814464,136.906398,3,1
Nagpur,India,"Nagpur, India",21.1458004,79.0881546,3,2
Nagykálló,Hungary,"Nagykálló, Hungary",47.8749081,21.8447933,1,
Nagykanizsa,Hungary,"Nagykanizsa, Hungary",46.4590218,16.9896796,2,1
Naha,Japan,"Naha, Japan",26.2123124,127.6791568,1,
Nahavand,"Iran, Islamic Republic of","Nahavand, Iran, Islamic Republic of",34.188318,48.3688834,1,
Nahef,Israel,"Nahef, Israel",32.934675,35.31652,1,
Nahr Ibrahim,Lebanon,"Nahr Ibrahim, Lebanon",34.0662744,35.6455482,1,
Nailsworth,United Kingdom,"Nailsworth, United Kingdom",51.693878,-2.216293,1,
Nairobi,Kenya,"Nairobi, Kenya",-1.2920659,36.8219462,8,4
Najaf,Iraq,"Najaf, Iraq",32.027376,44.3331165,1,
Najaf Shahr,"Iran, Islamic Republic of","Najaf Shahr, Iran, Islamic Republic of",29.3989758,55.7217235,1,
Najafabad,"Iran, Islamic Republic of","Najafabad, Iran, Islamic Republic of",32.6324231,51.3679914,1,
Najnawa,Sweden,"Najnawa, Sweden",55.5894658,13.0091664,1,
Najran,Saudi Arabia,"Najran, Saudi Arabia",17.5656036,44.2289441,1,
Naju,"Korea, Republic of","Naju, Korea, Republic of",35.0160601,126.7107572,1,
Nakaseke,Uganda,"Nakaseke, Uganda",1.0922742,32.0837445,1,
Nakasongola,Uganda,"Nakasongola, Uganda",1.3118981,32.463708,1,
Nalous,"Iran, Islamic Republic of","Nalous, Iran, Islamic Republic of",36.98271,45.143101,1,
Nam-gu,"Korea, Republic of","Nam-gu, Korea, Republic of",35.1365596,129.084364,2,1
Namhae-gun Gyeongsangnam-do,"Korea, Republic of","Namhae-gun Gyeongsangnam-do, Korea, Republic of",34.8376721,127.8924234,1,
Namin,"Iran, Islamic Republic of","Namin, Iran, Islamic Republic of",38.4244545,48.4782419,1,
Namsos,Norway,"Namsos, Norway",64.4662906,11.4955928,1,
Namur,Belgium,"Namur, Belgium",50.4673883,4.8719854,3,1
Namwon City,"Korea, Republic of","Namwon City, Korea, Republic of",35.416357,127.3904877,1,
Namyangju,"Korea, Republic of","Namyangju, Korea, Republic of",37.6360028,127.2165279,2,1
Nanchang,China,"Nanchang, China",28.682892,115.858198,1,1
Nancy,France,"Nancy, France",48.692054,6.184417,5,2
Nandaime,Nicaragua,"Nandaime, Nicaragua",11.7565106,-86.0504111,1,
Nandasmo,Nicaragua,"Nandasmo, Nicaragua",11.9210864,-86.1230153,1,
Nanjing,China,"Nanjing, China",32.060255,118.796877,5,3
Nannestad,Norway,"Nannestad, Norway",60.259676,11.031587,1,
Nanning,China,"Nanning, China",22.817002,108.366543,1,1
Nanterre,France,"Nanterre, France",48.892423,2.215331,2,1
Nantes,France,"Nantes, France",47.218371,-1.553621,12,5
Napier,New Zealand,"Napier, New Zealand",-39.4928444,176.9120178,1,
Naples,Italy,"Naples, Italy",40.8517746,14.2681244,5,2
Nappersdorf-Kammersdorf,Austria,"Nappersdorf-Kammersdorf, Austria",48.6336511,16.2092542,1,1
Nara,Japan,"Nara, Japan",34.6850869,135.8050002,2,
Naragh,"Iran, Islamic Republic of","Naragh, Iran, Islamic Republic of",34.0102339,50.8378293,1,
Naranjo,United States,"Naranjo, California, United States",36.4046716,-119.0626049,1,
Narayanganj,Bangladesh,"Narayanganj, Bangladesh",23.6226398,90.4997973,3,1
Narberth,United States,"Narberth, Pennsylvania, United States",40.0084456,-75.26046,1,
Narimanov,Russia Federation,"Narimanov, Russia Federation",46.7117801,47.8360222,1,
Narjeh,"Iran, Islamic Republic of","Narjeh, Iran, Islamic Republic of",35.9921819,49.6222585,1,
Narmashir,"Iran, Islamic Republic of","Narmashir, Iran, Islamic Republic of",28.9550536,58.7001721,1,
Narni,Italy,"Narni, Italy",42.5176022,12.5156299,1,1
Narok,Kenya,"Narok, Kenya",-1.0875428,35.8770642,1,
Narrabri,Australia,"Narrabri, Australia",-30.3324062,149.7812403,1,
Narsingdi,Bangladesh,"Narsingdi, Bangladesh",23.9192671,90.7176492,1,
Narva,Estonia,"Narva, Estonia",59.3796798,28.1791333,3,1
Narvik,Norway,"Narvik, Norway",68.4384984,17.4272612,1,
Nashik,India,"Nashik, India",19.9974533,73.7898023,1,1
Nashtarood,"Iran, Islamic Republic of","Nashtarood, Iran, Islamic Republic of",36.7498896,51.014934,1,
Nashtifan,"Iran, Islamic Republic of","Nashtifan, Iran, Islamic Republic of",34.4364824,60.1792385,1,
Nashua,United States,"Nashua, New Hampshire, United States",42.7653662,-71.467566,1,1
Nashville,United States,"Nashville, Tennessee, United States",36.1626638,-86.7816016,1,1
Našice,Croatia,"Našice, Croatia",45.4946861,18.0951118,1,
Nasimshahr,"Iran, Islamic Republic of","Nasimshahr, Iran, Islamic Republic of",35.5636476,51.1585232,1,
Nasirshahr,"Iran, Islamic Republic of","Nasirshahr, Iran, Islamic Republic of",35.4892711,51.1415515,1,
Nasrabad,"Iran, Islamic Republic of","Nasrabad, Iran, Islamic Republic of",32.6461775,51.6123234,1,
Nassau,Bahamas,"Nassau, Bahamas",25.0479835,-77.355413,2,1
Natal,Brazil,"Natal, Brazil",-5.7792569,-35.200916,2,1
Natalio,Brazil,"Natalio, Brazil",-5.7792569,-35.200916,1,
Natanz,"Iran, Islamic Republic of","Natanz, Iran, Islamic Republic of",33.5132762,51.9130553,1,
Nativitas,Mexico,"Nativitas, Mexico",19.3809507,-99.1366219,1,
Natschbach-Loipersbach,Austria,"Natschbach-Loipersbach, Austria",47.7127941,16.1238115,1,1
Natternbach,Austria,"Natternbach, Austria",48.3968629,13.7488074,1,1
Naturns,Italy,"Naturns, Italy",46.6502423,11.008112,1,1
Natz-Schabs,Italy,"Natz-Schabs, Italy",46.7696062,11.6635132,1,1
Nauheim,Germany,"Nauheim, Germany",49.9486365,8.4538446,1,
Naumburg,Germany,"Naumburg, Germany",51.1520283,11.8142454,1,
Nava del Rey,Spain,"Nava del Rey, Spain",41.3305607,-5.0819935,1,
Navan,Ireland,"Navan, Ireland",53.647092,-6.6966605,1,
Navarcles,Spain,"Navarcles, Spain",41.7535973,1.9062603,1,
Navas,Spain,"Navas, Spain",41.9018611,1.8781829,1,1
Navata,Spain,"Navata, Spain",42.2240903,2.8614511,1,1
Nave,Italy,"Nave, Italy",45.5859779,10.2886207,1,
Navelli,Italy,"Navelli, Italy",42.2359938,13.7284432,1,1
